,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
30738,28.0,State-gov,288731.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20.0,United-States,<=50K
30739,36.0,Private,231082.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
30740,42.0,State-gov,333530.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,>50K
30741,62.0,Private,214288.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
30742,21.0,Private,118023.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24.0,United-States,<=50K
30743,21.0,Private,187088.0,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20.0,Cuba,<=50K
30744,60.0,,174073.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
30745,22.0,Private,133833.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25.0,United-States,<=50K
30746,30.0,Private,229772.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
30747,64.0,Private,210082.0,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30748,28.0,Private,119287.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,28.0,United-States,>50K
30749,41.0,Self-emp-not-inc,111772.0,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40.0,United-States,>50K
30750,25.0,Private,122999.0,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40.0,United-States,<=50K
30751,27.0,Private,44767.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,<=50K
30752,40.0,Private,200574.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,44.0,United-States,<=50K
30753,58.0,Private,236596.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
30755,50.0,Local-gov,308764.0,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,40.0,United-States,<=50K
30756,27.0,Private,103524.0,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40.0,United-States,<=50K
30757,31.0,,99483.0,HS-grad,9,Never-married,,Own-child,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
30758,50.0,Private,230951.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
30759,45.0,Private,99355.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40.0,United-States,>50K
30760,33.0,Private,448337.0,12th,8,Never-married,Protective-serv,Own-child,Black,Male,0,0,40.0,United-States,<=50K
30761,62.0,Private,81116.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,1974,40.0,United-States,<=50K
30762,38.0,Private,154410.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40.0,Poland,<=50K
30763,19.0,Private,198943.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35.0,United-States,<=50K
30764,30.0,Private,311696.0,11th,7,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,30.0,United-States,<=50K
30765,38.0,Private,252897.0,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,25.0,United-States,<=50K
30767,49.0,Self-emp-inc,122066.0,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,25.0,United-States,<=50K
30768,53.0,Private,110977.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50.0,United-States,>50K
30769,45.0,Local-gov,199590.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40.0,Mexico,>50K
30770,24.0,Private,202721.0,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40.0,United-States,<=50K
30771,29.0,Private,197565.0,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35.0,United-States,<=50K
30772,24.0,Private,206827.0,Some-college,10,Never-married,Sales,Own-child,White,Female,5060,0,30.0,United-States,<=50K
30773,38.0,Federal-gov,190895.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,,>50K
30774,25.0,Self-emp-inc,158751.0,Assoc-voc,11,Never-married,Transport-moving,Unmarried,White,Male,0,0,55.0,United-States,<=50K
30775,51.0,State-gov,243631.0,10th,6,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
30776,17.0,,219277.0,11th,7,Never-married,,Own-child,White,Female,0,0,20.0,United-States,<=50K
30778,38.0,Private,167482.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52.0,United-States,>50K
30779,60.0,Private,225014.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30780,29.0,Self-emp-not-inc,405083.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30781,66.0,,186061.0,Some-college,10,Widowed,,Unmarried,Black,Female,0,4356,40.0,United-States,<=50K
30782,28.0,Federal-gov,24153.0,10th,6,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,40.0,United-States,<=50K
30783,36.0,Private,126569.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,Ecuador,>50K
30785,24.0,Private,315476.0,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
30786,43.0,Private,248186.0,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
30787,29.0,Self-emp-inc,206903.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55.0,United-States,>50K
30788,67.0,Self-emp-not-inc,191380.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,25.0,United-States,>50K
30789,20.0,Private,191910.0,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40.0,United-States,<=50K
30790,21.0,Private,145119.0,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,20.0,United-States,<=50K
30791,20.0,Private,130840.0,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
30792,42.0,Private,33126.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,>50K
30794,19.0,Local-gov,354104.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35.0,United-States,<=50K
30795,34.0,Private,111985.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
30796,40.0,Local-gov,321187.0,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,45.0,United-States,<=50K
30797,33.0,Private,138142.0,Some-college,10,Separated,Other-service,Unmarried,Black,Female,0,0,25.0,United-States,<=50K
30798,36.0,Private,296999.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,37.0,United-States,<=50K
30800,41.0,Local-gov,174491.0,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
30801,34.0,State-gov,173266.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
30802,33.0,Private,25610.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40.0,Japan,>50K
30803,47.0,Private,187563.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
30804,41.0,Private,196344.0,1st-4th,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,Mexico,<=50K
30805,40.0,Private,205047.0,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,>50K
30806,28.0,Private,448337.0,Bachelors,13,Never-married,Craft-repair,Own-child,Black,Male,0,0,40.0,United-States,<=50K
30808,29.0,Private,229656.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50.0,United-States,<=50K
30809,46.0,Private,97883.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30810,28.0,Private,131298.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
30811,57.0,Federal-gov,197875.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30812,22.0,Private,172766.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
30813,28.0,Local-gov,175796.0,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30814,24.0,Private,51973.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
30815,54.0,Self-emp-not-inc,28186.0,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,27828,0,50.0,United-States,>50K
30816,22.0,Private,291979.0,11th,7,Separated,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30817,36.0,State-gov,180752.0,Bachelors,13,Never-married,Protective-serv,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
30818,50.0,Private,234657.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
30819,18.0,Private,39411.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24.0,United-States,<=50K
30820,52.0,State-gov,334273.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
30821,41.0,Private,192779.0,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,,<=50K
30822,21.0,,105312.0,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
30823,36.0,Private,171676.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1741,40.0,United-States,<=50K
30824,34.0,Self-emp-not-inc,182714.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55.0,United-States,>50K
30825,21.0,Private,231866.0,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
30826,46.0,Private,102102.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30827,57.0,,50248.0,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
30828,61.0,Local-gov,195519.0,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,25.0,United-States,<=50K
30829,22.0,State-gov,34310.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,25.0,United-States,<=50K
30830,33.0,,314913.0,11th,7,Divorced,,Own-child,White,Male,0,0,53.0,United-States,<=50K
30831,36.0,State-gov,448337.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50.0,United-States,>50K
30832,43.0,Local-gov,188280.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,914,0,40.0,United-States,<=50K
30833,25.0,Private,110978.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,37.0,India,>50K
30834,17.0,Private,79682.0,10th,6,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,30.0,United-States,<=50K
30835,45.0,Private,294671.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,38.0,United-States,>50K
30837,40.0,Private,192259.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
30838,31.0,Local-gov,190228.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
30839,42.0,Private,118947.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
30840,53.0,Private,55861.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
30841,37.0,Private,238433.0,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,Cuba,<=50K
30842,37.0,State-gov,166744.0,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20.0,United-States,<=50K
30843,54.0,Private,144586.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40.0,United-States,>50K
30844,36.0,Private,134367.0,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,30.0,United-States,<=50K
30845,46.0,Private,133616.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
30846,46.0,Private,203039.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48.0,United-States,<=50K
30847,32.0,Private,217460.0,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
30848,17.0,Private,106733.0,11th,7,Never-married,Craft-repair,Own-child,White,Male,594,0,40.0,United-States,<=50K
30849,42.0,State-gov,212027.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
30850,37.0,Local-gov,126569.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30851,29.0,Private,289960.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48.0,United-States,<=50K
30852,54.0,Private,174102.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
30853,38.0,Private,181716.0,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,<=50K
30854,46.0,Local-gov,172822.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
30855,24.0,Private,293091.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
30856,57.0,Private,107443.0,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,Portugal,<=50K
30857,59.0,Private,95283.0,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
30858,33.0,Private,65278.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
30859,35.0,Private,220943.0,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,1594,40.0,United-States,<=50K
30860,53.0,Private,257940.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40.0,United-States,<=50K
30861,26.0,Private,134945.0,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40.0,United-States,<=50K
30862,55.0,Self-emp-not-inc,105582.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,2228,0,50.0,United-States,<=50K
30863,46.0,Private,169324.0,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0,0,45.0,Jamaica,<=50K
30864,44.0,State-gov,98989.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,38.0,United-States,>50K
30865,30.0,Self-emp-not-inc,113838.0,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,3137,0,60.0,Germany,<=50K
30866,24.0,Private,143436.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24.0,United-States,<=50K
30867,32.0,Private,143604.0,10th,6,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,37.0,United-States,<=50K
30868,35.0,Private,226311.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30869,67.0,Private,94610.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,30.0,United-States,>50K
30870,56.0,Self-emp-not-inc,26716.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20.0,United-States,>50K
30871,26.0,Private,160261.0,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20.0,India,<=50K
30872,46.0,Private,117310.0,Assoc-acdm,12,Widowed,Tech-support,Unmarried,White,Female,6497,0,40.0,United-States,<=50K
30873,52.0,Private,154342.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,>50K
30874,38.0,Self-emp-not-inc,89202.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30875,31.0,Private,174704.0,HS-grad,9,Divorced,Sales,Unmarried,Black,Male,0,0,50.0,United-States,<=50K
30876,53.0,Private,153486.0,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
30877,27.0,Private,360097.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
30878,39.0,Private,230356.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30879,22.0,Private,163870.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40.0,United-States,<=50K
30880,37.0,Private,199753.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35.0,United-States,>50K
30881,20.0,Private,333505.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30.0,Nicaragua,<=50K
30882,60.0,Local-gov,149281.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,<=50K
30883,51.0,Private,138514.0,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,0,48.0,United-States,<=50K
30884,57.0,Federal-gov,66504.0,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,>50K
30885,59.0,Private,206487.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
30886,37.0,Private,170020.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
30887,35.0,Private,217605.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40.0,United-States,<=50K
30889,17.0,Private,169155.0,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,35.0,United-States,<=50K
30890,45.0,Private,34127.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
30891,18.0,Private,110142.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
30892,52.0,Private,222646.0,12th,8,Separated,Machine-op-inspct,Other-relative,White,Female,0,0,40.0,Cuba,<=50K
30894,20.0,Private,303565.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40.0,Germany,<=50K
30895,34.0,Private,140092.0,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30896,19.0,Private,178811.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,20.0,United-States,<=50K
30898,17.0,Local-gov,192387.0,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,45.0,United-States,<=50K
30899,30.0,Federal-gov,127610.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
30900,29.0,Private,258862.0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
30901,30.0,Private,225231.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,8614,0,50.0,United-States,>50K
30902,18.0,Private,174926.0,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,15.0,,<=50K
30903,50.0,State-gov,238187.0,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,37.0,United-States,<=50K
30904,22.0,Private,191444.0,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40.0,United-States,<=50K
30905,21.0,Private,198822.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35.0,United-States,<=50K
30906,39.0,Self-emp-not-inc,251323.0,9th,5,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,40.0,Cuba,<=50K
30907,20.0,Private,168187.0,Some-college,10,Never-married,Other-service,Other-relative,White,Female,4416,0,25.0,United-States,<=50K
30909,32.0,Private,198183.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
30910,38.0,Private,210610.0,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
30911,32.0,Private,269182.0,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,3887,0,40.0,United-States,<=50K
30912,55.0,Private,141727.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,3464,0,40.0,United-States,<=50K
30914,34.0,Private,46746.0,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,30.0,United-States,<=50K
30915,28.0,Private,120475.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20.0,United-States,<=50K
30916,26.0,Private,135845.0,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,37.0,United-States,<=50K
30917,41.0,Private,310255.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
30918,61.0,State-gov,379885.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40.0,United-States,>50K
30919,75.0,Self-emp-not-inc,31428.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3456,0,40.0,United-States,<=50K
30920,21.0,Private,211013.0,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,50.0,Mexico,<=50K
30921,50.0,Private,175029.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,>50K
30922,49.0,Self-emp-inc,119539.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,,>50K
30924,39.0,Private,252327.0,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,40.0,Mexico,<=50K
30925,24.0,Self-emp-not-inc,375313.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40.0,United-States,<=50K
30926,56.0,Private,107165.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,18.0,United-States,<=50K
30927,17.0,Private,108470.0,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,17.0,United-States,<=50K
30928,37.0,Private,150057.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52.0,United-States,>50K
30929,23.0,Private,189468.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,30.0,United-States,<=50K
30930,28.0,,198393.0,HS-grad,9,Never-married,,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
30931,57.0,Self-emp-not-inc,181031.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60.0,United-States,<=50K
30932,42.0,Local-gov,448337.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45.0,United-States,>50K
30933,25.0,Private,27411.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30934,22.0,Private,147397.0,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
30935,39.0,Private,242922.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40.0,United-States,<=50K
30936,54.0,Private,154949.0,11th,7,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40.0,United-States,>50K
30937,41.0,Self-emp-inc,423217.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
30938,43.0,Federal-gov,195385.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
30939,19.0,Private,100009.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30940,35.0,Private,191628.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
30941,34.0,Private,340880.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,Philippines,>50K
30942,19.0,Private,207173.0,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,30.0,United-States,<=50K
30943,33.0,Private,48010.0,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
30944,33.0,Private,229051.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52.0,United-States,<=50K
30946,31.0,Private,57781.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50.0,United-States,<=50K
30948,41.0,Private,433989.0,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,4386,0,60.0,United-States,>50K
30949,24.0,Private,136687.0,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Other,Female,0,0,40.0,United-States,<=50K
30950,45.0,State-gov,154117.0,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38.0,United-States,>50K
30951,63.0,Private,294009.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45.0,United-States,>50K
30952,75.0,Private,239038.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16.0,United-States,<=50K
30953,34.0,Private,244064.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40.0,United-States,<=50K
30954,69.0,Private,128348.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,9386,0,50.0,United-States,>50K
30955,33.0,Private,66278.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
30956,44.0,Private,162643.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43.0,United-States,<=50K
30957,45.0,Private,179659.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40.0,United-States,>50K
30958,18.0,Private,205218.0,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20.0,United-States,<=50K
30959,48.0,Private,154033.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,52.0,United-States,<=50K
30960,43.0,Private,158528.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
30961,26.0,Private,366219.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1848,60.0,United-States,>50K
30962,35.0,Private,301862.0,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,50.0,United-States,<=50K
30963,34.0,Private,228406.0,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
30965,54.0,Local-gov,127943.0,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
30966,57.0,Private,301514.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
30967,21.0,Private,156980.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60.0,United-States,<=50K
