,Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
9892,10556,77.0,Private,187656.0,Some-college,10,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
15466,16485,38.0,State-gov,312528.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.0,United-States,<=50K
3119,3322,37.0,Private,409189.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
13357,14237,46.0,Local-gov,367251.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40.0,United-States,>50K
15434,16453,50.0,Private,113290.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15.0,United-States,<=50K
6285,6695,35.0,Private,267891.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38.0,United-States,<=50K
27018,28814,38.0,Local-gov,414791.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42.0,United-States,>50K
19643,20935,26.0,Private,236008.0,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
20502,21862,45.0,State-gov,190406.0,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Male,25236,0,36.0,United-States,>50K
114,119,22.0,Private,102632.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41.0,United-States,<=50K
13422,14304,22.0,Private,156822.0,10th,6,Never-married,Sales,Not-in-family,White,Female,0,1762,25.0,United-States,<=50K
9045,9645,43.0,Private,262038.0,5th-6th,3,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,35.0,Mexico,<=50K
11726,12501,28.0,Private,120135.0,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
16595,17688,47.0,Private,103020.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0,0,40.0,Puerto-Rico,<=50K
29371,31330,24.0,Private,198914.0,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,25.0,United-States,<=50K
12149,12949,39.0,Self-emp-not-inc,34378.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50.0,United-States,<=50K
13122,13988,24.0,Private,138768.0,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30.0,United-States,<=50K
20721,22089,18.0,Private,137363.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
11829,12609,18.0,,152641.0,10th,6,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
22538,24037,39.0,Local-gov,193815.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
19832,21136,61.0,Private,167138.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
8845,9434,46.0,Private,167882.0,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,43.0,United-States,<=50K
13783,14697,24.0,Private,237386.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42.0,United-States,<=50K
8662,9240,26.0,Private,262656.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
18001,19171,28.0,Private,115945.0,Doctorate,16,Never-married,Adm-clerical,Own-child,White,Male,0,0,18.0,United-States,<=50K
23125,24658,22.0,Private,175883.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
9097,9705,51.0,Private,104651.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
13182,14052,40.0,State-gov,448337.0,11th,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,52.0,United-States,<=50K
11138,11881,56.0,Private,53366.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
14802,15781,37.0,Private,167482.0,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35.0,United-States,<=50K
24393,26017,25.0,Private,242700.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,10520,0,50.0,United-States,>50K
2446,2606,21.0,,34443.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,50.0,United-States,<=50K
4528,4820,24.0,Private,341294.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
24295,25912,74.0,State-gov,236012.0,7th-8th,4,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
913,964,28.0,Private,57066.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
10559,11265,37.0,Private,105803.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
27092,28891,23.0,,32897.0,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,20.0,United-States,<=50K
735,774,55.0,Private,116442.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38.0,United-States,<=50K
23359,24909,32.0,Private,232855.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
23567,25125,61.0,State-gov,130466.0,HS-grad,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40.0,United-States,<=50K
16637,17732,56.0,Self-emp-inc,187355.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,60.0,Canada,>50K
349,367,22.0,Private,362589.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,15.0,United-States,<=50K
28016,29879,49.0,Local-gov,170846.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
4411,4689,31.0,Private,152940.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
11253,12001,31.0,Private,182896.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
18768,19990,27.0,Private,333990.0,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,40.0,United-States,<=50K
4700,5000,47.0,Self-emp-inc,79627.0,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,50.0,United-States,>50K
7518,8006,19.0,Private,127190.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,15.0,United-States,<=50K
21084,22481,78.0,Self-emp-inc,120408.0,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
18212,19389,31.0,Private,149507.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,38.0,United-States,<=50K
7549,8039,46.0,Self-emp-inc,182655.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,>50K
267,282,34.0,Private,175413.0,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,45.0,United-States,<=50K
15291,16303,34.0,Private,55176.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
8968,9566,49.0,Private,200471.0,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
27249,29055,43.0,Private,351576.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50.0,United-States,>50K
7254,7731,37.0,Private,210945.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,24.0,United-States,<=50K
28276,30158,29.0,,208406.0,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
8668,9246,39.0,Private,317434.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
29544,31509,22.0,Private,50136.0,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,El-Salvador,<=50K
20862,22248,34.0,Self-emp-not-inc,448337.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30.0,United-States,<=50K
6724,7174,28.0,Private,107411.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
9478,10110,19.0,,400356.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
16195,17259,57.0,Self-emp-inc,123053.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,50.0,India,>50K
14620,15580,42.0,,167678.0,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,22.0,Ecuador,<=50K
12396,13210,77.0,Private,117898.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
1163,1230,46.0,Private,265266.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40.0,United-States,>50K
9319,9940,33.0,Private,124407.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
12176,12979,45.0,Private,84298.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50.0,United-States,>50K
9225,9840,24.0,Private,259865.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
21477,22894,45.0,State-gov,208049.0,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40.0,United-States,<=50K
12662,13488,23.0,Private,206129.0,Assoc-voc,11,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
12547,13369,20.0,Private,105686.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
16106,17161,19.0,Private,271446.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25.0,United-States,<=50K
13747,14660,41.0,Private,174201.0,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40.0,United-States,<=50K
23871,25451,30.0,Private,176871.0,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
19416,20691,36.0,Private,265881.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40.0,United-States,<=50K
3557,3775,20.0,,29810.0,Some-college,10,Never-married,,Own-child,White,Female,0,0,40.0,United-States,<=50K
8577,9151,20.0,Private,91939.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1721,30.0,United-States,<=50K
23568,25126,59.0,Private,328525.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2414,0,15.0,United-States,<=50K
7267,7745,33.0,Private,198660.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999,0,56.0,United-States,>50K
20946,22334,45.0,Federal-gov,358242.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,>50K
30244,32261,30.0,Private,33678.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40.0,United-States,<=50K
5665,6023,34.0,Private,297094.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40.0,United-States,<=50K
414,437,34.0,Local-gov,117018.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
1717,1823,19.0,,263338.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,45.0,United-States,<=50K
12679,13506,30.0,Private,327112.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,1564,40.0,United-States,>50K
27062,28861,19.0,Private,283945.0,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1602,45.0,United-States,<=50K
13816,14731,37.0,Local-gov,269300.0,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27.0,United-States,<=50K
26576,28336,59.0,Private,100453.0,7th-8th,4,Separated,Other-service,Own-child,Black,Female,0,0,38.0,United-States,<=50K
27964,29826,36.0,Private,90159.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32.0,United-States,>50K
18311,19498,58.0,Federal-gov,129786.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
8436,9002,25.0,Private,187653.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48.0,United-States,<=50K
9770,10427,37.0,Private,114765.0,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28601,30503,43.0,Private,87284.0,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
16212,17276,21.0,Private,203003.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
19007,20248,41.0,Federal-gov,253770.0,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,7298,0,40.0,United-States,>50K
28453,30350,18.0,Private,362600.0,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
10770,11489,39.0,Private,190719.0,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
6500,6935,60.0,,191118.0,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,1848,40.0,United-States,>50K
21491,22908,30.0,Private,118056.0,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,45.0,United-States,<=50K
13183,14053,39.0,,180868.0,11th,7,Never-married,,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
7816,8329,54.0,Private,169182.0,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38.0,Puerto-Rico,<=50K
11474,12232,32.0,Private,137076.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60.0,United-States,>50K
7963,8489,24.0,Private,448337.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50.0,United-States,<=50K
30397,32429,51.0,Local-gov,203334.0,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45.0,United-States,>50K
3840,4074,33.0,Private,254221.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
2565,2730,54.0,Private,96710.0,HS-grad,9,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,0,0,20.0,United-States,<=50K
9239,9855,32.0,Private,191856.0,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,45.0,United-States,>50K
18666,19882,27.0,Private,249315.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
1450,1539,35.0,Private,265954.0,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
2073,2208,34.0,Self-emp-not-inc,306982.0,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60.0,South,<=50K
21516,22935,37.0,Private,201531.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,<=50K
29192,31140,25.0,Private,222539.0,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,2597,0,50.0,United-States,<=50K
17801,18957,33.0,Private,179758.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,20.0,United-States,<=50K
20620,21985,30.0,Private,161815.0,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,35.0,United-States,<=50K
23893,25474,23.0,Private,234108.0,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32.0,United-States,<=50K
27366,29181,67.0,Self-emp-inc,111321.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16.0,United-States,<=50K
18528,19730,20.0,Private,266467.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
21957,23414,36.0,Private,334366.0,11th,7,Separated,Exec-managerial,Not-in-family,White,Female,0,0,32.0,United-States,<=50K
3321,3528,17.0,Private,263746.0,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,24.0,United-States,<=50K
4604,4901,45.0,Local-gov,197332.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
11987,12774,24.0,Private,112459.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
9803,10463,41.0,Private,210259.0,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37.0,United-States,<=50K
14637,15599,31.0,Private,234387.0,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
25089,26751,31.0,Private,126950.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
11525,12284,38.0,Private,186934.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
24468,26094,19.0,Private,227178.0,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,25.0,United-States,<=50K
29760,31743,38.0,Local-gov,161463.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40.0,United-States,>50K
7333,7815,33.0,,190027.0,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,20.0,United-States,<=50K
28970,30902,18.0,Private,174926.0,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,15.0,,<=50K
4570,4865,32.0,State-gov,182556.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,45.0,United-States,>50K
18174,19349,37.0,Private,34180.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
18221,19400,61.0,Self-emp-inc,253101.0,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
29067,31007,63.0,Local-gov,86590.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32.0,United-States,<=50K
11019,11757,61.0,State-gov,151459.0,10th,6,Never-married,Other-service,Not-in-family,Black,Female,0,0,38.0,United-States,<=50K
138,143,45.0,Private,196584.0,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40.0,United-States,>50K
16132,17189,30.0,Private,96287.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
2421,2580,52.0,Private,147629.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60.0,United-States,>50K
8785,9372,58.0,Private,281792.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
3028,3227,39.0,Private,129597.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40.0,United-States,<=50K
2771,2951,48.0,Private,125933.0,Some-college,10,Widowed,Exec-managerial,Unmarried,Black,Female,0,1669,38.0,United-States,<=50K
8945,9542,47.0,Private,145886.0,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
24292,25905,28.0,Private,51672.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
14435,15387,45.0,Private,101452.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60.0,England,>50K
5738,6106,46.0,Private,174386.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,24.0,United-States,<=50K
26354,28101,30.0,Private,151967.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58.0,United-States,<=50K
5149,5474,54.0,Local-gov,182388.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35.0,United-States,<=50K
26064,27794,19.0,Private,225775.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45.0,Mexico,<=50K
964,1017,51.0,Private,191965.0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,32.0,United-States,<=50K
18868,20100,65.0,Private,85787.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
14067,14998,34.0,Private,164748.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
26384,28135,26.0,Private,109097.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48.0,United-States,<=50K
12751,13582,26.0,Private,98155.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
16444,17526,36.0,Private,107125.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50.0,United-States,<=50K
24312,25931,27.0,Private,341504.0,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
6474,6907,48.0,Local-gov,85341.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,<=50K
15218,16224,28.0,Self-emp-not-inc,54683.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40.0,United-States,<=50K
26725,28502,19.0,Private,284652.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15.0,United-States,<=50K
3459,3672,43.0,Private,102025.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,50.0,United-States,<=50K
11398,12151,25.0,Private,118088.0,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40.0,United-States,<=50K
23752,25322,27.0,Private,195562.0,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,20.0,United-States,<=50K
6661,7105,46.0,Private,182128.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,6497,0,50.0,United-States,<=50K
2639,2810,53.0,Self-emp-not-inc,152652.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50.0,United-States,<=50K
884,932,51.0,Local-gov,241843.0,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
4487,4776,31.0,Private,164190.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
13924,14848,33.0,Private,159888.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
3068,3267,37.0,Private,286026.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
12882,13731,28.0,Private,187479.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55.0,United-States,<=50K
21339,22749,65.0,Private,105491.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40.0,United-States,>50K
9625,10270,38.0,Private,179579.0,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
22132,23603,21.0,Private,202373.0,Assoc-voc,11,Never-married,Craft-repair,Own-child,Black,Male,0,0,40.0,United-States,<=50K
28141,30019,19.0,Private,166153.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30.0,United-States,<=50K
19301,20564,30.0,State-gov,270218.0,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40.0,United-States,<=50K
10968,11704,25.0,Private,171236.0,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40.0,United-States,<=50K
15271,16278,27.0,Private,36440.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
22269,23751,32.0,Private,171814.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
3377,3587,54.0,Private,143865.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,35.0,United-States,<=50K
22780,24300,41.0,State-gov,283917.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,>50K
26395,28147,46.0,Private,105327.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
22761,24278,33.0,Private,168030.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32.0,United-States,<=50K
19415,20690,43.0,Private,91959.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
1936,2058,19.0,Private,354104.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30.0,United-States,<=50K
21034,22430,41.0,Local-gov,32185.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
21568,22995,59.0,Private,195820.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
2233,2376,43.0,Private,129573.0,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,0,0,44.0,United-States,<=50K
7589,8082,19.0,Private,136866.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,45.0,United-States,<=50K
22081,23549,54.0,State-gov,166774.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45.0,United-States,>50K
7878,8395,21.0,Private,198992.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33.0,United-States,<=50K
23710,25277,46.0,Private,130779.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
5384,5728,46.0,Local-gov,109089.0,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
5530,5885,43.0,Self-emp-inc,133060.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
6332,6746,75.0,Self-emp-not-inc,146576.0,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48.0,United-States,>50K
24684,26321,35.0,Private,176123.0,10th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60.0,India,<=50K
1680,1785,42.0,Local-gov,339671.0,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,8614,0,45.0,United-States,>50K
76,81,52.0,Private,276515.0,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,Cuba,<=50K
24413,26037,29.0,Private,208577.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
21409,22824,35.0,Private,247547.0,HS-grad,9,Separated,Prof-specialty,Other-relative,Black,Female,0,0,40.0,United-States,<=50K
577,609,17.0,Private,169658.0,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,21.0,United-States,<=50K
264,279,24.0,Private,279472.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48.0,United-States,>50K
11573,12339,20.0,Local-gov,271354.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
17317,18447,25.0,Private,122175.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
16187,17249,32.0,Private,44677.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
27600,29432,33.0,Private,178615.0,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
20517,21877,28.0,Private,250135.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
27732,29577,42.0,Self-emp-not-inc,221172.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
